"_source/data/positionData","_source/data/speedData","_source/data/unit_speedData","_source/data/temperatureData","_source/data/lightData","_source/data/recorded_at","_source/data/unit_temperatureData","_source/data/unit_lightData","_source/data/eventType","_source/data/action","_source/data/eventID"
"[11.64351, 107.04603]",55.62,"KMH",3.41,0,2023-01-22 18:16:30,"CEL","LUX","ObjectEvent","OBSERVE","Op3nDIcUpxcH5wRXqr0wy"
"[11.6003, 106.99513]",28.7,"KMH",2.44,0,2023-01-22 18:30:00,"CEL","LUX","ObjectEvent","OBSERVE","9wAOpZnVhB7PzXXNJtgDI"
"[11.5492, 106.92901]",57.35,"KMH",5.15,0,2023-01-22 18:43:30,"CEL","LUX","ObjectEvent","OBSERVE","RV8wnzZ0G7zJzTE1ZQCq9"
"[11.48916, 106.88497]",65.88,"KMH",3.56,0,2023-01-22 18:57:00,"CEL","LUX","ObjectEvent","OBSERVE","bOVTnGD52FG538UVng-a0"
"[11.40109, 106.83895]",21.5,"KMH",1.87,0,2023-01-22 19:10:30,"CEL","LUX","ObjectEvent","OBSERVE","OEyMa2jFqWO7IuNnGBTra"
"[11.32868, 106.81945]",34.7,"KMH",0.18,0,2023-01-22 19:24:00,"CEL","LUX","ObjectEvent","OBSERVE","5eAlKEX1UqvUK3k5F6grH"
"[11.26433, 106.76983]",59.72,"KMH",5.14,0,2023-01-22 19:37:30,"CEL","LUX","ObjectEvent","OBSERVE","JgTWb8J3wXzrOxo-P7cOW"
"[11.16775, 106.73462]",56.78,"KMH",5.14,0,2023-01-22 19:51:00,"CEL","LUX","ObjectEvent","OBSERVE","Nr6zy1UEIqUajjFRZ4xo9"
"[11.06752, 106.78282]",62.79,"KMH",1.27,0,2023-01-22 20:04:30,"CEL","LUX","ObjectEvent","OBSERVE","f9MUqVGeJx84sahjhwbsh"
"[10.99007, 106.77192]",41.06,"KMH",3.3,0,2023-01-22 20:18:00,"CEL","LUX","ObjectEvent","OBSERVE","se9hcVahC-b2E-IYLdzvl"
"[10.93935, 106.80681]",57.04,"KMH",2.34,0,2023-01-22 20:31:30,"CEL","LUX","ObjectEvent","OBSERVE","0y6yw1PMsyWfhkTEUikNa"
"[10.8618, 106.91927]",29.84,"KMH",4.96,0,2023-01-22 20:45:00,"CEL","LUX","ObjectEvent","OBSERVE","2eb0M54TDEzheDsi8W7zc"
"[10.90111, 106.85004]",47.12,"KMH",3.02,0,2023-01-22 20:58:30,"CEL","LUX","ObjectEvent","OBSERVE","rWboTZR6oi2DPF8Jpw-AN"
"[10.77847, 106.95701]",26.37,"KMH",2.3,0,2023-01-22 21:12:00,"CEL","LUX","ObjectEvent","OBSERVE","RnpARj3ra-1GrXnZhXc1t"
"[10.69547, 107.0148]",42.09,"KMH",1.9,0,2023-01-22 21:25:30,"CEL","LUX","ObjectEvent","OBSERVE","Ob0z11hHVKN3m7TNmipn1"
"[10.5968, 107.05524]",24.85,"KMH",1.76,0,2023-01-22 21:39:00,"CEL","LUX","ObjectEvent","OBSERVE","zAZqJ8ZMd55NfSgu1ETLC"
"[10.52441, 107.08377]",50.69,"KMH",5.64,0,2023-01-22 21:52:30,"CEL","LUX","ObjectEvent","OBSERVE","dziNLMbiB_0q3gXZQI-_o"
"[10.4891, 107.15876]",50.65,"KMH",0.13,0,2023-01-22 22:06:00,"CEL","LUX","ObjectEvent","OBSERVE","PTQvHPfNAb7IMHo8x0CaN"
"[10.43143, 107.15827]",46.62,"KMH",4.7,0,2023-01-22 22:19:30,"CEL","LUX","ObjectEvent","OBSERVE","Sse4NnuylpZ99qgrVuR_5"
"[10.39718, 107.11183]",28.68,"KMH",5.17,0,2023-01-22 22:33:00,"CEL","LUX","ObjectEvent","OBSERVE","6ztUy6iomEjWhykn15Jxg"
"[10.3896, 107.0845]",0,"KMH",5.6,180,2023-01-22 22:46:30,"CEL","LUX","ObjectEvent","OBSERVE","PiX_jx3HNYCOViNIHaWX5"
"[12.67214, 108.06884]",0,"KMH",5.5,200,2023-01-23 14:00:00,"CEL","LUX","ObjectEvent","OBSERVE","7agtSR4pQtl7mUAmSZ9vL"
"[12.65841, 108.03907]",48.63,"KMH",3.76,0,2023-01-23 14:13:30,"CEL","LUX","ObjectEvent","OBSERVE","RoWHUp9_lbePJbvwmUDJN"
"[12.61997, 107.95092]",40.95,"KMH",3.27,0,2023-01-23 14:27:00,"CEL","LUX","ObjectEvent","OBSERVE","abYR_MHNmZx5Xyzkqdvmq"
"[12.58494, 107.87112]",39.97,"KMH",1.1,0,2023-01-23 14:40:30,"CEL","LUX","ObjectEvent","OBSERVE","moWNIhZ4IDrrlW-4NhXb-"
"[12.54409, 107.79773]",38.94,"KMH",2.81,0,2023-01-23 14:54:00,"CEL","LUX","ObjectEvent","OBSERVE","SWOrSz8fbFxSi6fNQEvPB"
"[12.49071, 107.72369]",27.46,"KMH",5.86,0,2023-01-23 15:07:30,"CEL","LUX","ObjectEvent","OBSERVE","rmrCWyxMlfHX6isz3kHqG"
"[12.44323, 107.63695]",39.97,"KMH",5.34,0,2023-01-23 15:21:00,"CEL","LUX","ObjectEvent","OBSERVE","_cr4biXT7LKris9_Viq9R"
"[12.35233, 107.56961]",48.84,"KMH",0.41,0,2023-01-23 15:34:30,"CEL","LUX","ObjectEvent","OBSERVE","z96Gf4rdeq8etlJIEGIWC"
"[12.28166, 107.45917]",20.1,"KMH",1.77,0,2023-01-23 15:48:00,"CEL","LUX","ObjectEvent","OBSERVE","JiBHdAdZe3FZp1lx78YUF"
"[12.20514, 107.45171]",55.87,"KMH",3.99,0,2023-01-23 16:01:30,"CEL","LUX","ObjectEvent","OBSERVE","4RE-erDRN9wnGDgGvozK3"
"[12.1149, 107.47546]",61.98,"KMH",1.95,0,2023-01-23 16:15:00,"CEL","LUX","ObjectEvent","OBSERVE","b-4zSxBe3lFokSBjj4-le"
"[12.02528, 107.49632]",45.88,"KMH",5.26,0,2023-01-23 16:28:30,"CEL","LUX","ObjectEvent","OBSERVE","4GhF4l5AaZhp7Xkioi5oR"
"[11.94758, 107.46025]",31.9,"KMH",3.55,0,2023-01-23 16:42:00,"CEL","LUX","ObjectEvent","OBSERVE","4Rn_bByQm9o4fCB2A4XZa"
"[11.91176, 107.38349]",54.33,"KMH",4.65,0,2023-01-23 16:55:30,"CEL","LUX","ObjectEvent","OBSERVE","hqnna1TzlObXClCVMFbNq"
"[11.88742, 107.32165]",22.14,"KMH",1.8,0,2023-01-23 17:09:00,"CEL","LUX","ObjectEvent","OBSERVE","zgToe3ZIl8wjCu51YCZzt"
"[11.83688, 107.27339]",28.14,"KMH",0.72,0,2023-01-23 17:22:30,"CEL","LUX","ObjectEvent","OBSERVE","JjtDUnZ4G_pHMbWXuIl8x"
"[11.79438, 107.19719]",66.77,"KMH",2.47,0,2023-01-23 17:36:00,"CEL","LUX","ObjectEvent","OBSERVE","tPCfqMcxltLj2uWigHfpC"
"[11.73478, 107.14746]",68.73,"KMH",3.94,0,2023-01-23 17:49:30,"CEL","LUX","ObjectEvent","OBSERVE","NNzB8ppelx2ivvWTi_epp"
"[11.69556, 107.08901]",60.52,"KMH",5.33,0,2023-01-23 18:03:00,"CEL","LUX","ObjectEvent","OBSERVE","f5xliLy_h6lL62_GJnhja"
"[11.64351, 107.04603]",62.52,"KMH",5.28,0,2023-01-23 18:16:30,"CEL","LUX","ObjectEvent","OBSERVE","IGNBmAXPTivwW2LAknriK"
"[11.6003, 106.99513]",45.87,"KMH",2.54,0,2023-01-23 18:30:00,"CEL","LUX","ObjectEvent","OBSERVE","kNGjppSTHZMZdPGQ8klh-"
"[11.5492, 106.92901]",28.12,"KMH",2.84,0,2023-01-23 18:43:30,"CEL","LUX","ObjectEvent","OBSERVE","RZCLZ6GmqLv8c-G-LutXe"
"[11.48916, 106.88497]",44.21,"KMH",1.27,0,2023-01-23 18:57:00,"CEL","LUX","ObjectEvent","OBSERVE","mCfTMW-z1O4nHM-l2PTY8"
"[11.40109, 106.83895]",58.52,"KMH",3.27,0,2023-01-23 19:10:30,"CEL","LUX","ObjectEvent","OBSERVE","vANoKl3YSVR81Q84Ziq7i"
"[11.32868, 106.81945]",21.8,"KMH",3.72,0,2023-01-23 19:24:00,"CEL","LUX","ObjectEvent","OBSERVE","bs-NcvJKT6ffCHhzfUG6v"
"[11.26433, 106.76983]",37.01,"KMH",1.45,0,2023-01-23 19:37:30,"CEL","LUX","ObjectEvent","OBSERVE","4GIwG4AhiWsDjSPlGX1F3"
"[11.16775, 106.73462]",23.9,"KMH",0.13,0,2023-01-23 19:51:00,"CEL","LUX","ObjectEvent","OBSERVE","VCy8BASh9ex5TSATikvmr"
"[11.06752, 106.78282]",62.84,"KMH",3.12,0,2023-01-23 20:04:30,"CEL","LUX","ObjectEvent","OBSERVE","iuBw9y0xkBBMzZXyMUbP-"
"[10.99007, 106.77192]",31.61,"KMH",5.21,0,2023-01-23 20:18:00,"CEL","LUX","ObjectEvent","OBSERVE","cMu32Es_5Byv6O90cmGre"
"[10.93935, 106.80681]",36.75,"KMH",3.64,0,2023-01-23 20:31:30,"CEL","LUX","ObjectEvent","OBSERVE","MKda3hAw4fV5lF76-98UM"
"[10.8618, 106.91927]",57.15,"KMH",5.58,0,2023-01-23 20:45:00,"CEL","LUX","ObjectEvent","OBSERVE","pXuYSFJ2ZPbnKjHrSoINc"
"[10.90111, 106.85004]",22.97,"KMH",3.22,0,2023-01-23 20:58:30,"CEL","LUX","ObjectEvent","OBSERVE","80HcsQj713UmNgTUdRTxN"
"[10.77847, 106.95701]",59.08,"KMH",1.39,0,2023-01-23 21:12:00,"CEL","LUX","ObjectEvent","OBSERVE","fNjJpeeZo1KFzkT7AIhl8"
"[10.69547, 107.0148]",43.02,"KMH",4.81,0,2023-01-23 21:25:30,"CEL","LUX","ObjectEvent","OBSERVE","9T6S4duvFpN-YQxUzEukQ"
"[10.5968, 107.05524]",50.19,"KMH",4.75,0,2023-01-23 21:39:00,"CEL","LUX","ObjectEvent","OBSERVE","0CkabywkRZoJZs6Ivj-Ib"
"[10.52441, 107.08377]",65.25,"KMH",4.5,0,2023-01-23 21:52:30,"CEL","LUX","ObjectEvent","OBSERVE","HuYSsZ_JVs2nlHpxSBUDU"
"[10.4891, 107.15876]",31.71,"KMH",4.56,0,2023-01-23 22:06:00,"CEL","LUX","ObjectEvent","OBSERVE","zfLubsVGvHMYkrPGUL3_X"
"[10.43143, 107.15827]",65.78,"KMH",3.76,0,2023-01-23 22:19:30,"CEL","LUX","ObjectEvent","OBSERVE","i7HWUl18jbwPVQhvJtrJi"
"[10.39718, 107.11183]",68.63,"KMH",1.64,0,2023-01-23 22:33:00,"CEL","LUX","ObjectEvent","OBSERVE","13ESvsOg_4dZZ7T09kkvD"
"[10.3896, 107.0845]",0,"KMH",5.6,180,2023-01-23 22:46:30,"CEL","LUX","ObjectEvent","OBSERVE","8DzOgiKp_AYbjY0tktwiY"
"[12.67214, 108.06884]",0,"KMH",5.5,200,2023-01-24 14:00:00,"CEL","LUX","ObjectEvent","OBSERVE","wmHmXiVQFZ8zAtfnZdFII"
"[12.65841, 108.03907]",20.3,"KMH",4.42,0,2023-01-24 14:13:30,"CEL","LUX","ObjectEvent","OBSERVE","0m_G3VCdC3i9QBA7UZJBB"
"[12.61997, 107.95092]",49.59,"KMH",2.43,0,2023-01-24 14:27:00,"CEL","LUX","ObjectEvent","OBSERVE","6ya4cOg7w_R6SpMjFfO5X"
"[12.58494, 107.87112]",51.86,"KMH",1.81,0,2023-01-24 14:40:30,"CEL","LUX","ObjectEvent","OBSERVE","h4zqfxCkXOSDdgExNzT5-"
"[12.54409, 107.79773]",42.56,"KMH",1.91,0,2023-01-24 14:54:00,"CEL","LUX","ObjectEvent","OBSERVE","KJhpI-8QkKiBdUE02eLeP"
"[12.49071, 107.72369]",64.19,"KMH",1.52,0,2023-01-24 15:07:30,"CEL","LUX","ObjectEvent","OBSERVE","wtPqNB5c6Xxt5Hd3WLgMw"
"[12.44323, 107.63695]",30.83,"KMH",1.19,0,2023-01-24 15:21:00,"CEL","LUX","ObjectEvent","OBSERVE","yAajGlLN-uv1RmKEfGRU8"
"[12.35233, 107.56961]",49.71,"KMH",2.37,0,2023-01-24 15:34:30,"CEL","LUX","ObjectEvent","OBSERVE","YC4GndCCw26BGJzG_PrQA"
"[12.28166, 107.45917]",58.31,"KMH",4.25,0,2023-01-24 15:48:00,"CEL","LUX","ObjectEvent","OBSERVE","l_Yju3YwcB4maur5QwQiI"
"[12.20514, 107.45171]",29.34,"KMH",1.52,0,2023-01-24 16:01:30,"CEL","LUX","ObjectEvent","OBSERVE","el8R8jZQwraOKDBftz5XV"
"[12.1149, 107.47546]",64.58,"KMH",3.18,0,2023-01-24 16:15:00,"CEL","LUX","ObjectEvent","OBSERVE","7wl2zzy8wY7BOPzBhNgCx"
"[12.02528, 107.49632]",57.32,"KMH",1.81,0,2023-01-24 16:28:30,"CEL","LUX","ObjectEvent","OBSERVE","AsGgCVmy42eP-ZmFw7iZ5"
"[11.94758, 107.46025]",39.29,"KMH",1.26,0,2023-01-24 16:42:00,"CEL","LUX","ObjectEvent","OBSERVE","tpSpeBsdHaOWMmVtUOuSt"
"[11.91176, 107.38349]",62.7,"KMH",0.16,0,2023-01-24 16:55:30,"CEL","LUX","ObjectEvent","OBSERVE","A2nlasq8GSGCAklrKC8eN"
"[11.88742, 107.32165]",68.51,"KMH",3.85,0,2023-01-24 17:09:00,"CEL","LUX","ObjectEvent","OBSERVE","II0qUmCjFUcX1HnzcBsQQ"
"[11.83688, 107.27339]",66.66,"KMH",3.4,0,2023-01-24 17:22:30,"CEL","LUX","ObjectEvent","OBSERVE","wzaal4V_JqBymt1FU5ac8"
"[11.79438, 107.19719]",46.65,"KMH",4.23,0,2023-01-24 17:36:00,"CEL","LUX","ObjectEvent","OBSERVE","92m15pvH3o8t0aZi5REBa"
"[11.73478, 107.14746]",46.97,"KMH",5.55,0,2023-01-24 17:49:30,"CEL","LUX","ObjectEvent","OBSERVE","0NIMolWyGIAhD0P90FOff"
"[11.69556, 107.08901]",65.46,"KMH",5.97,0,2023-01-24 18:03:00,"CEL","LUX","ObjectEvent","OBSERVE","C4LfaBUcOiZ9R8gKlAQZ2"
"[11.64351, 107.04603]",48.39,"KMH",2.83,0,2023-01-24 18:16:30,"CEL","LUX","ObjectEvent","OBSERVE","QPuwpKOMGdse_dbrHy4MO"
"[11.6003, 106.99513]",25.42,"KMH",5.05,0,2023-01-24 18:30:00,"CEL","LUX","ObjectEvent","OBSERVE","JKt4R1uWqYu21Tx3BWEEu"
"[11.5492, 106.92901]",57.76,"KMH",5.16,0,2023-01-24 18:43:30,"CEL","LUX","ObjectEvent","OBSERVE","Bg_aUZSuZnbKSD468UpbH"
"[11.48916, 106.88497]",36.5,"KMH",4.99,0,2023-01-24 18:57:00,"CEL","LUX","ObjectEvent","OBSERVE","3rWOYbYFLKMKHi0zDwWVJ"
"[11.40109, 106.83895]",51.76,"KMH",4.76,0,2023-01-24 19:10:30,"CEL","LUX","ObjectEvent","OBSERVE","Dqi5fNW3PtmmraNnn69Ae"
"[11.32868, 106.81945]",59.08,"KMH",0.72,0,2023-01-24 19:24:00,"CEL","LUX","ObjectEvent","OBSERVE","M1LE9t8kkwWBCZA0p1dag"
"[11.26433, 106.76983]",42.39,"KMH",1.79,0,2023-01-24 19:37:30,"CEL","LUX","ObjectEvent","OBSERVE","LegFNoZAKXo8-SQEys6bo"
"[11.16775, 106.73462]",48.72,"KMH",0.66,0,2023-01-24 19:51:00,"CEL","LUX","ObjectEvent","OBSERVE","jOirGy_5y-kodcfQAhHQU"
"[11.06752, 106.78282]",46.44,"KMH",5.1,0,2023-01-24 20:04:30,"CEL","LUX","ObjectEvent","OBSERVE","ZeUsqPF_9dzGNe8LrC-_p"
"[10.99007, 106.77192]",35.85,"KMH",4.03,0,2023-01-24 20:18:00,"CEL","LUX","ObjectEvent","OBSERVE","6I9A1Lgj9QUziIcoP9-lE"
"[10.93935, 106.80681]",32.53,"KMH",3,0,2023-01-24 20:31:30,"CEL","LUX","ObjectEvent","OBSERVE","vSQ4waVNGAQR1IkhMN0TR"
"[10.8618, 106.91927]",40.16,"KMH",5.89,0,2023-01-24 20:45:00,"CEL","LUX","ObjectEvent","OBSERVE","D8ci6JQz-sZR5BMSWUgwH"
"[10.90111, 106.85004]",27.8,"KMH",4.23,0,2023-01-24 20:58:30,"CEL","LUX","ObjectEvent","OBSERVE","y7xS2X0JI7iOTIt21_J4x"
"[10.77847, 106.95701]",58.61,"KMH",5.72,0,2023-01-24 21:12:00,"CEL","LUX","ObjectEvent","OBSERVE","nDt3IbkIGMMWP4hhMv_8M"
"[10.69547, 107.0148]",35.21,"KMH",4.98,0,2023-01-24 21:25:30,"CEL","LUX","ObjectEvent","OBSERVE","iaqsVgHXIpt6ETefM3iwI"
"[10.5968, 107.05524]",59.21,"KMH",4.04,0,2023-01-24 21:39:00,"CEL","LUX","ObjectEvent","OBSERVE","fPDMssZF9qMTnUVazIXkZ"
"[10.52441, 107.08377]",30.01,"KMH",4.33,0,2023-01-24 21:52:30,"CEL","LUX","ObjectEvent","OBSERVE","LhotUI6v0MNEcxMhBYBWI"
"[10.4891, 107.15876]",32.19,"KMH",3.72,0,2023-01-24 22:06:00,"CEL","LUX","ObjectEvent","OBSERVE","8s8KY_0wrKGeVFO3aTg6c"
"[10.43143, 107.15827]",63.84,"KMH",4.39,0,2023-01-24 22:19:30,"CEL","LUX","ObjectEvent","OBSERVE","upmtbWv_MPn-ipIOu9fD2"
"[10.39718, 107.11183]",53.63,"KMH",0.55,0,2023-01-24 22:33:00,"CEL","LUX","ObjectEvent","OBSERVE","IjFsJxtc0yxrxVO30tmHw"
"[10.3896, 107.0845]",0,"KMH",5.6,180,2023-01-24 22:46:30,"CEL","LUX","ObjectEvent","OBSERVE","Do39bccZmyOMEIb_TtUVO"
"[12.67214, 108.06884]",0,"KMH",5.5,200,2023-01-25 14:00:00,"CEL","LUX","ObjectEvent","OBSERVE","HuxLRL4eUYu4bsvJRApJj"
"[12.65841, 108.03907]",32.32,"KMH",0.76,0,2023-01-25 14:13:30,"CEL","LUX","ObjectEvent","OBSERVE","uBCj0EI8iHst-WBQUDAh2"
"[12.61997, 107.95092]",42.25,"KMH",0.05,0,2023-01-25 14:27:00,"CEL","LUX","ObjectEvent","OBSERVE","8UVXUyoVvCMg0sech5KSP"
"[12.58494, 107.87112]",62.49,"KMH",5.56,0,2023-01-25 14:40:30,"CEL","LUX","ObjectEvent","OBSERVE","oO9KPvFmzMXzL6vCjKEWr"
"[12.54409, 107.79773]",63.94,"KMH",5.38,0,2023-01-25 14:54:00,"CEL","LUX","ObjectEvent","OBSERVE","wv3AQkJ1S2RsHwHgg2AX2"
"[12.49071, 107.72369]",65.78,"KMH",5.83,0,2023-01-25 15:07:30,"CEL","LUX","ObjectEvent","OBSERVE","jPeWsuGo22DEoxQjemqAq"
"[12.44323, 107.63695]",26.49,"KMH",5.89,0,2023-01-25 15:21:00,"CEL","LUX","ObjectEvent","OBSERVE","PoFWhlhDiJHEShsKES3NC"
"[12.35233, 107.56961]",43.08,"KMH",2.86,0,2023-01-25 15:34:30,"CEL","LUX","ObjectEvent","OBSERVE","OKxS4IK0H_zsTh_yowfsf"
"[12.28166, 107.45917]",46.57,"KMH",0.95,0,2023-01-25 15:48:00,"CEL","LUX","ObjectEvent","OBSERVE","ZWA6dKj21hsWCNDukcdRZ"
"[12.20514, 107.45171]",57.22,"KMH",2.15,0,2023-01-25 16:01:30,"CEL","LUX","ObjectEvent","OBSERVE","8D8WzSIDep2SAjBlLq2tF"
"[12.1149, 107.47546]",28.16,"KMH",5.32,0,2023-01-25 16:15:00,"CEL","LUX","ObjectEvent","OBSERVE","b85pjB9ZWKLnt90MdolJi"
"[12.02528, 107.49632]",39.27,"KMH",0.57,0,2023-01-25 16:28:30,"CEL","LUX","ObjectEvent","OBSERVE","I7RnbU8aLx3LGAOlMv65p"
"[11.94758, 107.46025]",54.44,"KMH",0.62,0,2023-01-25 16:42:00,"CEL","LUX","ObjectEvent","OBSERVE","KX-ESw0XnYrcpzrmreejv"
"[11.91176, 107.38349]",60.09,"KMH",4.94,0,2023-01-25 16:55:30,"CEL","LUX","ObjectEvent","OBSERVE","KX3nMjNRXz0y5ebXuQGpm"
"[11.88742, 107.32165]",45.49,"KMH",4.38,0,2023-01-25 17:09:00,"CEL","LUX","ObjectEvent","OBSERVE","cyx97xH14jbCctSKX1dN5"
"[11.83688, 107.27339]",23.58,"KMH",3.61,0,2023-01-25 17:22:30,"CEL","LUX","ObjectEvent","OBSERVE","FQzSWRLg6R1haJTTFlsVC"
"[11.79438, 107.19719]",29.93,"KMH",1.25,0,2023-01-25 17:36:00,"CEL","LUX","ObjectEvent","OBSERVE","3bUhlH-1SO7Hu4DfBv26g"
"[11.73478, 107.14746]",66.86,"KMH",4.35,0,2023-01-25 17:49:30,"CEL","LUX","ObjectEvent","OBSERVE","0sk6COzJLvrFWAfjpWrnt"
"[11.69556, 107.08901]",39.6,"KMH",3.37,0,2023-01-25 18:03:00,"CEL","LUX","ObjectEvent","OBSERVE","9mUfzppcRri8ggO8MNGPt"
"[11.64351, 107.04603]",29.98,"KMH",4.85,0,2023-01-25 18:16:30,"CEL","LUX","ObjectEvent","OBSERVE","krLEg-sT2umZ44BTBo6uk"
"[11.6003, 106.99513]",38.51,"KMH",3.88,0,2023-01-25 18:30:00,"CEL","LUX","ObjectEvent","OBSERVE","_eO_z9W1T5E_MVyBnTy-V"
"[11.5492, 106.92901]",43.45,"KMH",5.52,0,2023-01-25 18:43:30,"CEL","LUX","ObjectEvent","OBSERVE","frIQsHmk5GBOpy7B5gF46"
"[11.48916, 106.88497]",59.77,"KMH",2.25,0,2023-01-25 18:57:00,"CEL","LUX","ObjectEvent","OBSERVE","i29Q6yjjT7omS4rkBTos0"
"[11.40109, 106.83895]",56,"KMH",5.8,0,2023-01-25 19:10:30,"CEL","LUX","ObjectEvent","OBSERVE","EGBnXKvTpV4aRubw58nCK"
"[11.32868, 106.81945]",32.6,"KMH",4.3,0,2023-01-25 19:24:00,"CEL","LUX","ObjectEvent","OBSERVE","9xsJ10FQLi-Sh5eYBpRmi"
"[11.26433, 106.76983]",47.6,"KMH",2.23,0,2023-01-25 19:37:30,"CEL","LUX","ObjectEvent","OBSERVE","4XTS4kkeCYVIwCDrT1MTx"
"[11.16775, 106.73462]",33.35,"KMH",4.18,0,2023-01-25 19:51:00,"CEL","LUX","ObjectEvent","OBSERVE","j-qA8jHH_s9W9MTghxVaR"
"[11.06752, 106.78282]",55.39,"KMH",5.99,0,2023-01-25 20:04:30,"CEL","LUX","ObjectEvent","OBSERVE","5I2RWUuFizFGEpCktwxjz"
"[10.99007, 106.77192]",53.26,"KMH",4.05,0,2023-01-25 20:18:00,"CEL","LUX","ObjectEvent","OBSERVE","qqw874Z4PzqOJx6TKf8Tb"
"[10.93935, 106.80681]",36.65,"KMH",5.44,0,2023-01-25 20:31:30,"CEL","LUX","ObjectEvent","OBSERVE","gXsa7XUINQ-f_7H3y2Gjm"
"[10.8618, 106.91927]",40.9,"KMH",0.31,0,2023-01-25 20:45:00,"CEL","LUX","ObjectEvent","OBSERVE","4uomIrTxwhSsJzo7Nkp07"
"[10.90111, 106.85004]",68.08,"KMH",0.28,0,2023-01-25 20:58:30,"CEL","LUX","ObjectEvent","OBSERVE","9bRSIuWyFA86Kko9-1wLp"
"[10.77847, 106.95701]",29.23,"KMH",2.39,0,2023-01-25 21:12:00,"CEL","LUX","ObjectEvent","OBSERVE","OzHo8RxgWGRcVOOLxVLKf"
"[10.69547, 107.0148]",53.13,"KMH",0.01,0,2023-01-25 21:25:30,"CEL","LUX","ObjectEvent","OBSERVE","J9-2YO7p1tRmNsr54ODPW"
"[10.5968, 107.05524]",36.4,"KMH",1.46,0,2023-01-25 21:39:00,"CEL","LUX","ObjectEvent","OBSERVE","72NLyrbjaxpidMErprhSH"
"[10.52441, 107.08377]",69.75,"KMH",2.42,0,2023-01-25 21:52:30,"CEL","LUX","ObjectEvent","OBSERVE","n1HUNvJanSS_ckXVakrmE"
"[10.4891, 107.15876]",23.08,"KMH",4.53,0,2023-01-25 22:06:00,"CEL","LUX","ObjectEvent","OBSERVE","KnYxzdpq10Kmn2SouqMXh"
"[10.43143, 107.15827]",56.32,"KMH",4.17,0,2023-01-25 22:19:30,"CEL","LUX","ObjectEvent","OBSERVE","Vlt9ThhcNxTCJTO7TFshn"
"[10.39718, 107.11183]",49.8,"KMH",0.42,0,2023-01-25 22:33:00,"CEL","LUX","ObjectEvent","OBSERVE","16htJ4r5VT6ufg4NzET6C"
"[10.3896, 107.0845]",0,"KMH",5.6,180,2023-01-25 22:46:30,"CEL","LUX","ObjectEvent","OBSERVE","-CdAHFa8cAK56u2HuGvfU"
"[12.67214, 108.06884]",0,"KMH",5.5,200,2023-01-26 14:00:00,"CEL","LUX","ObjectEvent","OBSERVE","wYCqxa0ZArrrcYHpgEsub"
"[12.65841, 108.03907]",54.43,"KMH",4.48,0,2023-01-26 14:13:30,"CEL","LUX","ObjectEvent","OBSERVE","Lme7NUjIxIkXcA_VrzCLy"
"[12.61997, 107.95092]",48.62,"KMH",2.23,0,2023-01-26 14:27:00,"CEL","LUX","ObjectEvent","OBSERVE","JAKFEEgMn2HH-zYbZuriK"
"[12.58494, 107.87112]",67.93,"KMH",5.05,0,2023-01-26 14:40:30,"CEL","LUX","ObjectEvent","OBSERVE","EMNn6KQy0OpUw2nUNX8wt"
"[12.54409, 107.79773]",35.24,"KMH",1.28,0,2023-01-26 14:54:00,"CEL","LUX","ObjectEvent","OBSERVE","MOpFm-MBUyXidPm_Wp59P"
"[12.49071, 107.72369]",28.57,"KMH",5.75,0,2023-01-26 15:07:30,"CEL","LUX","ObjectEvent","OBSERVE","AUbpuRMw_V6zNGVJYURpo"
"[12.44323, 107.63695]",59.76,"KMH",5.48,0,2023-01-26 15:21:00,"CEL","LUX","ObjectEvent","OBSERVE","gUnckzEY0X6HYujt5yhng"
"[12.35233, 107.56961]",65.28,"KMH",2.56,0,2023-01-26 15:34:30,"CEL","LUX","ObjectEvent","OBSERVE","szYvDfow-YerGLRGaD6xT"
"[12.28166, 107.45917]",35.7,"KMH",5.86,0,2023-01-26 15:48:00,"CEL","LUX","ObjectEvent","OBSERVE","1DR9CVv5BmD-ht1Y5E9Ej"
"[12.20514, 107.45171]",51.1,"KMH",2.26,0,2023-01-26 16:01:30,"CEL","LUX","ObjectEvent","OBSERVE","cO1C7Q2t84jUujXZvgmWg"
"[12.1149, 107.47546]",21.93,"KMH",0.34,0,2023-01-26 16:15:00,"CEL","LUX","ObjectEvent","OBSERVE","xNNzUguucF0KfHClWm_Qm"
"[12.02528, 107.49632]",65.85,"KMH",2.79,0,2023-01-26 16:28:30,"CEL","LUX","ObjectEvent","OBSERVE","1NefVyiuAThKJD5dGGixy"
"[11.94758, 107.46025]",38.53,"KMH",3.94,0,2023-01-26 16:42:00,"CEL","LUX","ObjectEvent","OBSERVE","UdzZKVWRErB4_nBhX1ROH"
"[11.91176, 107.38349]",28.97,"KMH",0.79,0,2023-01-26 16:55:30,"CEL","LUX","ObjectEvent","OBSERVE","WFQW_89HVK3sfHWfyL_LF"
"[11.88742, 107.32165]",57.52,"KMH",2.38,0,2023-01-26 17:09:00,"CEL","LUX","ObjectEvent","OBSERVE","AoAGlCE6wx4952KY9DBzh"
"[11.83688, 107.27339]",47.4,"KMH",2.74,0,2023-01-26 17:22:30,"CEL","LUX","ObjectEvent","OBSERVE","_25-j62p3rA_S-vqQW4oG"
